© 2000-2025 QIAGEN. All rights reserved.

Upstream Regulators	Doxo14 vs Cycling0	Doxo21 vs Cycling0	Doxo14 vs Doxo3	Doxo21 vs Doxo3	Palbo14 vs Cycling0	Palbo28 vs Cycling0	Palbo14 vs Palbo3	Palbo28 vs Palbo3
CGP 42112	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mitoxantrone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JMY	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCG-1423	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYCBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acarbose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NRDE2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-28 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF536	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-(p-methoxy)phenyl-1,4-benzoxazine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G2E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FEM1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VCL	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CV 3988	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-3-butanoyl-DL-homoserine lactone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VX 702	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IBSP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC17A9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-342-3p (miRNAs w/seed CUCACAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-320b (and other miRNAs w/seed AAAGCUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSKJ4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CACNA1C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Gm20703	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
A-1210477	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOC339059	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FSCN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TTN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-130a-3p (and other miRNAs w/seed AGUGCAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITIH1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tranylcypromine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
blinatumomab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RUNX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PFKFB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRT-0066101	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELOVL3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANTXR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF384	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNRH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2G10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDC16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DHX15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
polychlorinated biphenyls	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,1-dimethyl-4-phenylpiperazinium iodide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BX-795	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
chlorhexidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYP1B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DRD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fluoromethyl 2,2-difluoro-1-(trifluoromethyl)vinyl ether	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ascaridole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIRAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYO9B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP18	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dimethyl itaconate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hbb-b1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TARBP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LPAR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ID	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANXA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATF6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sibutramine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MACC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAPN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNF24	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mn(III)-tetrakis-(4-benzoic acid) porphyrin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TLR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPHB4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC9A3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
schizandrin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CARD11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIRBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
setanaxib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-214 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYRF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNAS-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GALNT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDCD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MLX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ganglioside GM3 (d18:1/22:0)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
calcium phosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CSNK1G3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
aristolochic acid I	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ELK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LCOR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CGS 21680	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Serpinb6b	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADTRP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MUC13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CX3CR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
10-nitrooleate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLAGL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ENG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methyllycaconitine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CIDEC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ST6GAL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAG6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ionomycin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-ethyl-N-nitrosourea	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YTHDC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NMB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cardiolipin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCOA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
triamterene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Iberiotoxin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YOD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QTNF12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HEY1 dimer	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRHR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-378 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-bromo-2-(4-hydroxyphenyl)indazol-5-ol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-657	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-425-3p (miRNAs w/seed UCGGGAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CLEC4G	N/A	N/A	N/A	N/A	N/A	N/A	0.0	N/A
olomoucine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
darusentan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRP6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LILRA5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SPATA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRAK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCF21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ITGA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hyaluronidase	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PF-573228	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
resolvin D2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OTUD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NELFB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARID4A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MFAP5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GLS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100A7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-873 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYOC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GAPLINC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGFRA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Wy 40905	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-10 (includes others)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACKR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RTN4R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RXRB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FYB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SDHB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LAMTOR5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
theaflavin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IGFBP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRAFD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
monocrotaline	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL2A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CELF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRA2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CCL20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARHGEF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LOX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LITAF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-histidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TCIM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VWF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMS-986126	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB16	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apigenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2-mercaptoacetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LINC00173	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLCG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cerulenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MDGA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nitrofen	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDGF (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ICMT-DT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIPK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCARB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IL27RA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RASSF5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR100HG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apicidin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GIPR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PELP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gabexate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-296-5p (miRNAs w/seed GGGCCCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sesamol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TFIIH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFE2L3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SART1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
apitolisib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
candesartan cilexetil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Tpsb2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylene blue	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PIK-75	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GZMA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
retinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-708-5p (and other miRNAs w/seed AGGAGCU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IC87114	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ganglioside GM3 (d18:1/24:0)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
black cohosh extract	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COPS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LBP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NANOG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PPOX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
poly dA-dT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC39A13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PON2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TJP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOCS3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
valproic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
THRAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGI-1067	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRLH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
belinostat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SIGMAR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNA15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
histidyl-proline diketopiperazine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
entospletinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
capsaicin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CUX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DNASE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
hemozoin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Clec4n	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FDPS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
filgotinib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAZ2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE4D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5Z-7-oxo-zeaenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP53INP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UPP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
emapalumab	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COMMD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
humanin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-palmitoyl-2-oleoylglycero-3-phosphoglycerol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FLT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HLTF	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DCB 3503	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOMM20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
nintedanib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MST1R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-lysine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HGS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VIM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
psilocybin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRCC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NS8593	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAP1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM120A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BID	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PBX1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KIRA6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3beta-methoxypregnenolone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL2L11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIGAR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
borrelia burgdorferi strain B31 peptidoglycan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXW7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-phellandrene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
manidipine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PON1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FAM98B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NPY2R	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ANO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AcPhe(ornithine-Pro-cyclohexylamine-Trp-Arg)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-191-5p (and other miRNAs w/seed AACGGAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TMEM79	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR99AHG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PALMD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GATA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SF3B1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
handle region peptide HRP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC16A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
XMD 8-92	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DIM-C-pPhOH-3-Cl-5-OCH3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
pristane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HS-243	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MS012	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HO	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPM2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC25A13	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SEC22B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF138	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
benfotiamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACVR1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NCR2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JAG2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TSIX	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S100B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naringin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
celecoxib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ghrelin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GTx-560	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RMST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DSTYK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLX5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CDK (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TIMELESS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MTDH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SAMHD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABCA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PT2399	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NACA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INT-767	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SOX8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
JNJ-39933673	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YWHAZ	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSDMB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
soloxolone methyl	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-197-3p (and other miRNAs w/seed UCACCAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
USP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H19	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mmp3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclosporin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BMS-275183	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYM-5520	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SMOC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
beta-glycerophosphoric acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KSR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mannose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPM2-AS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ERVW-1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
esculetin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
9-benzyl-8-hydroxy-2-(2-methoxyethoxy)adenine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL6A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
letrozole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gamma-secretase inhibitor compound E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-296	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IRS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EPCAM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
eritoran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
naringenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEPTOR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
orlistat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2AK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UPF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
